employee_id,nama,tanggal_bergabung,tanggal_isi_survei,jenis_kelamin,usia,pendidikan_terakhir,status_pernikahan,jumlah_tanggungan,departemen,jabatan,lama_bekerja_tahun,tipe_perusahaan,ukuran_perusahaan,rentang_gaji,status_wfh,jenis_shift,jam_kerja_per_hari,jam_lembur_per_hari,hari_kerja_per_minggu,frekuensi_meeting_per_hari,beban_kerja_persepsi,jumlah_deadline_per_minggu,jam_tidur_per_hari,kualitas_tidur,waktu_tidur_malam,jam_istirahat_siang,frekuensi_olahraga_per_minggu,durasi_olahraga_menit,jam_layar_per_hari,konsumsi_kafein_per_hari,status_merokok,pola_makan,tingkat_stres,tingkat_kecemasan,tingkat_depresi,motivasi_kerja,kepuasan_kerja,work_life_balance,produktivitas_diri,kemampuan_konsentrasi,dukungan_sosial_rekan,dukungan_atasan,keluhan_fisik_utama,riwayat_kesehatan_mental,akses_layanan_kesehatan_mental,frekuensi_konflik_kerja,keamanan_pekerjaan,kebijakan_mh_perusahaan,status_kesehatan_mental,deskripsi_keluhan,tingkat_burnout
EMP13190,Yahya Uyainah,31/01/2024,13/01/2021,female,32.77,S1,Menikah,2,Data,Team Lead,0.11,Freelance,,12-20 juta,Ya,Siang,11.65,0.65,3.64,,Berat,2,6.8,5.98,tidak tentu,0.97,1.62,0.21,5.65,2,Tidak,Baik,4.25,8.49,5.18,6.29,5.19,,5.69,8.46,10,7.42,Sakit Kepala,Tidak Ada,Tidak,6.33,Aman,tidak ada,Cukup,merasa tertekan,
EMP08365,Baktiono Kusumo,29-Oct-24,10/4/2024,,36.63,S2,Menikah,1,sales,Team Lead,2.11,Corporate,201-500 orang,20-30 juta,Tidak,Fleksibel,9.75,0.29,4.37,7,Sedang,4,4.43,2.96,tidak tentu,0.88,1.54,32.04,,3,Tidak,Cukup,4.97,4.86,8.18,,,4.34,5.34,4.12,4.24,4.07,Sakit Kepala,Pernah Depresi,Tidak Ada Akses,6.46,Aman,Ada dan Efektif,Baik,Sering Merasa Lelah,
EMP10734,"Tgk. Mursita Puspasari, M.Pd",,1/27/2022,Perempuan,35.89,S1,Menikah,0,hr,Frontend Developer,n/a,,201-500 orang,8-12 juta,tidak,Malam,,3.7,4.46,5,Berat,2,5.51,2.71,21:00-22:00,0.43,0.99,56.97,10.34,3,Tidak,Baik,7.13,6.7,5.66,3.91,4.28,2.73,2.04,68.35,7.85,10,Insomnia,Tidak Ada,Belum Pernah,2.93,Tidak Aman,Tidak Tahu,Cukup Baik,,0.56
E12520,"Ella Ramadan, S.E.",,22-Oct-18,Perempuan,34.85,S1,Duda/Janda,3,Pemasaran,Frontend Developer,7.31,Corporate,10-50 orang,5-8 juta,Tidak,Fleksibel,84.22,6.59,4.58,0,Sedang,4,7.65,1,tidak tentu,,,25.25,,2,Kadang,Buruk,7.44,5.45,1,3.9,4.62,2.13,4.77,9.18,5.08,7.95,Jantung Berdebar,kecemasan,Tidak Ada Akses,2.13,tidak aman,Ada dan Efektif,Baik,Sering Merasa Lelah,0.52
EMP22453,"Tgk. Kemal Mardhiyah, S.H.",tidak ingat,28-Jan-20,Perempuan,25.52,SMA,Belum Menikah,2,,Marketing Manager,13.12,Corporate,< 10 orang,,Ya,Pagi,10.97,0.14,,5,Sedang,2,7.91,5.08,jam 12,0.48,1.49,31.6,6.5,5,,Baik,7.32,3.57,5.35,,5.63,3.59,8.01,5.83,1,11.88,Pusing,Tidak Ada,Online Konseling,,Cukup Aman,Tidak Ada,sangat buruk,N/A,0.7
emp-21604,Sadina Nuraini,0000-00-00,9-Nov-18,Laki-laki,32.33,S2,Menikah,unknown,HR,Supervisor,0.16,PMA,> 1000 orang,5-8 juta,Tidak,Pagi,7.91,17.33,6.88,3,Berat,5,8,6.24,11 malam,1.05,1.8,,7.57,3,Kadang,Tidak Teratur,3.26,4.14,3.66,1,6.16,,7.57,-2.02,,2.91,Tidak Ada,Tidak Ada,Tidak,4.45,Cukup Aman,,Tidak Baik,sering merasa lelah,0.16
E11716,Dina Megantara,3-Nov-25,11-Mar-22,P,27.65,S2,,1,Design,,1.1,corporate,> 1000 orang,8-12 juta,NO,Flexible,5.79,3.88,3.77,1,Berat,1,5.33,3.65,-,0.93,0.98,17.99,,2,No,Baik,6.96,4.37,1.72,4.18,6.28,2.58,6.85,6.45,3.31,,Sakit Perut,Tidak Ada,Tidak Mampu Biaya,1.64,Tidak Aman,Tidak,Baik,Sering Merasa Lelah,0.73
EMP25444,Cahyanto Salahudin,,6-Sep-18,Perempuan,18,S3,Belum Menikah,1,Customer Service,Magang,4.04,BUMN,> 1000 orang,5-8 juta,Tidak,Malam,11.25,,4.98,1,ringan,0,6.42,,22:00-23:00,0.27,0.49,29.39,,3,No,teratur,52.42,5.36,1.17,4.24,3.39,7.47,4.7,7.98,8.61,6.44,susah tidur,Depresi,Tidak,3.38,Sangat Tidak Aman,Kurang Tahu,Cukup Baik,overwhelmed,0.76
EMP09585,Putri Adriansyah,9/20/2025,4/15/2024,Laki-laki,25.94,S1,Menikah,2,Design,Lainnya,1.74,BUMN,201-500 orang,8-12 juta,Tidak,Fleksibel,9.48,0.18,4.45,5,,4,7.61,4.43,tidak tentu,0.15,,27.08,10.16,1,Tidak,Cukup,6.5,4.24,3.07,9.3,8.01,4.9,,6.51,-2.96,3.46,Tidak Ada,Burnout Sebelumnya,Ya,1.81,Tidak Aman,Tidak Ada,cukup baik,tidak ada work life balance,N/A
kry_4611,Eli Pertiwi,8/7/2019,10/15/2024,L,29.47,S1,Menikah,,operasional,Akuntan,0.2,Pemerintah,201-500 orang,5-8 juta,YES,Pagi,8.08,8,6.37,5,Sedang,1,6.24,10,23:00-00:00,0.41,1.52,29.85,,2,Tidak,teratur,7.06,6.31,1.08,7.37,8.22,5.9,3.25,,1,14.98,Tidak Ada,Tidak Ada,Sudah Pernah,,Aman,Ada dan Efektif,Baik,anxiety tinggi,0.65
ID18910,Kawaca Maryadi,11/7/2018,23-Jul-25,?,,SMA/SMK,Menikah,0,Customer Service,Operations Staff,1.48,Startup,,12-20 juta,Tidak,Pagi,10.01,1.23,6.33,4,Sedang,,6.57,,tidak ingat,0.65,5.79,40.84,8.21,0,Kadang,N/A,,3.98,,10,2.87,31.19,6.98,5.19,6.06,9.93,Kelelahan Fisik,Tidak Ada,Sedang Menjalani,7.96,Tidak Aman,Kurang Tahu,fine,burnout parah,0.46
ID8327,Uchita Purnawati,4/11/2019,27/03/2023,Perempuan,36.44,s1,Menikah,1,Research,Data Analyst,4.76,Akademik,Oct-50,8-12jt,Kadang,siang,11.62,6.41,4.5,0,Berat,4,3.42,7.9,23:00-00:00,0.98,0.29,31.56,7.26,3,Tidak,Baik,6.7,7.67,3.81,,5.4,8.3,1,6.3,9.31,4.87,Sakit Kepala,Tidak Ada,Tidak,1,Tidak Aman,,baik,kerja terlalu banyak,0.35
21729,"Satya Maryati, M.TI.",,1/28/2024,?,25.9,S1,Single,2,CS,Junior Developer,0.22,Corporate,201-500,,Iya,Fleksibel,8.29,1.19,3.7,5,Heavy,5,3.93,3.43,> 02:00,0.42,2.29,27.18,9.1,5,no,cukup,6.45,8.33,,4.67,4.3,4.98,3.69,6.53,5.43,5.61,Sakit Kepala,Kecemasan,Ya,7.35,cukup aman,Tidak Tahu,Buruk,fine aja,0.51
EMP21332,Hafshah Mahendra,5-Mar-23,3-Dec-18,laki-laki,28.03,S1,Menikah,1,Finance,Lainnya,3.42,Startup,10-50 orang,12-20 juta,Tidak,12:00-21:00,10.83,1.69,3.76,5,sedang,2,5.92,6.34,22:00-23:00,1.18,unknown,,9.44,3,Ya,Baik,9.04,5.34,5.27,3.99,7.64,1,,6.29,8.42,6.49,Sakit Punggung,OCD,,2.92,Aman,Tidak Ada,Cukup,merasa tidak dihargai,0.68
76,dr. Gandi Firmansyah,,18-Feb-24,Perempuan,34.75,,,0,Sales,Junior Developer,11.8,Startup,201-500 orang,3-5 juta,Ya,Siang,9.44,1.6,4.12,3,Normal,3,8.36,4.13,tidak ingat,0.01,1.68,53.25,8.97,2,Tidak,Tidak Teratur,7.94,8.88,2.45,1.94,5.7,5.44,1.11,7.3,5.15,5.37,Tidak Ada,Tidak Ada,Ya,?,Netral,Ada tapi Tidak Efektif,Baik,  ,0.77
EMP24274,Ulya Rahimah,1/9/2021,6/12/2020,Laki-laki,18,S1,Menikah,0,Penjualan,HR Staff,0.48,Freelance,< 10 orang,> 30 juta,,Flexible,7.48,0.97,6.42,6,Sangat Ringan,2,5.09,29.19,23:00-00:00,0.85,,35.55,7.12,5,Tidak,Cukup,5.93,4.39,57.6,4.44,3.11,2.5,7.45,7.67,3.14,8.89,Mata Lelah,Tidak Ada,Tidak,3.05,Cukup Aman,Ada tapi Jarang Dipakai,Cukup,tidak ada work life balance,0.73
ID14682,"Sakti Gunarto, S.Farm",,4/5/2025,L,36.01,S-2,Menikah,2,Finance,Sales Executive,1.06,Corporate,Oct-50,5-8 juta,yes,Flexible,10.33,1.78,4.39,2,Berat,2,6.95,1.68,22:00-23:00,0.75,1.11,269,12.26,4,Ya,Teratur,10,3.94,6.52,4.07,5.3,,4.23,4.93,4.09,,Mata Lelah,Tidak Ada,Tidak,6.02,cukup aman,Tidak Ada,Cukup Baik,CAPE BANGET,0.53
E27954,"Tgk. Kayla Fujiati, M.TI.",6/15/2021,12/18/2021,Wanita,29.48,,Belum Menikah,0,IT,Staff,3.67,Startup,501-1000 orang,20-30 juta,Tidak,Fleksibel,11.08,1.13,6.08,4,Heavy,3,4.7,5.75,-,,2.29,,,2,Kadang,Baik,8.22,3.1,5.69,5.23,8.9,,6.96,7.25,10,3.93,sakit kepala,Tidak Ada,Tidak Mampu Biaya,,aman,Tidak Tahu,Tidak Baik,gaji tidak cukup,0.61
E13896,Virman Wulandari,10/3/2024,2/2/2021,perempuan,22.59,SMA/SMK,Cerai,0,Engineering,Magang,6.42,startup,201-500 orang,5-8 juta,ya,Fleksibel,8.12,0.28,6.19,1,Sangat Berat,,7.15,,> 02:00,1.13,1.89,21.69,8.79,2,Kadang,baik,5.84,5.7,4.3,7.45,5.67,3.73,3.84,6.47,9.65,8.19,mata lelah,Tidak Ada,Tidak,4.94,Sangat Tidak Aman,Tidak,Baik,merasa tidak dihargai,
emp-29726,"drg. Ade Agustina, S.I.Kom",9-Aug-23,4/8/2026,Laki-laki,18,SMA/SMK,Belum Menikah,,Engineering,Staff,4.02,BUMN,> 1000 orang,,Hybrid,Pagi,8.51,3.65,,4,Sangat Ringan,4,5.95,6.81,> 02:00,0.27,3.77,57.59,8.96,0,Tidak,,8.24,6.4,4.97,5.92,-4.24,4.97,4.71,5.3,4.35,6.66,Mata Lelah,anxiety,Ya,41.2,Aman,Ada dan Efektif,OK,tidak mau menjawab,0.77
E6618,"Puti Vanesa Suartini, M.Ak",,8/13/2021,Perempuan,34.45,S1,Belum Menikah,0,IT,Intern,1,Startup,201-500,> 30 juta,Campuran,WFH bebas,7.72,15.53,5.39,2,Sangat Berat,1,6.39,2.25,01:00-02:00,1.14,7.94,33.79,7.75,2,Ya,Sehat,28.16,7.38,8.39,3.85,,3.47,9.28,5.71,8.73,5.47,,,Belum Pernah,5.56,Cukup Aman,Tidak,Cukup Baik,susah fokus kerja,0.54
E21110,H. Banawa Saragih,28-10-2018,6-Jul-23,Perempuan,19.45,S1,Menikah,2,Finance,Digital Marketing,3.45,Startup,> 1000 orang,12-20 juta,Tidak,fleksibel,9.33,3.49,,,Ringan,1,7.24,5.95,22:00-23:00,0.98,1.07,15.08,10.51,4,Merokok,Cukup,6.83,7.48,6.53,5.99,8.8,5.87,9.96,3.72,4.93,9.74,Sakit Punggung,Tidak,Belum Pernah,8.86,Cukup Aman,Ada tapi Tidak Efektif,Cukup Baik,takut kehilangan pekerjaan,0.8
E27788,Dr. Puput Mayasari,16/06/2025,15-11-2019,Wanita,30.25,SMA/SMK,Belum Menikah,4,Product,Staff,0.92,Freelance,501-1000 orang,> 30 juta,Ya,12:00-21:00,15.47,3.17,6.34,3,Sedang,4,3.6,3.94,23:00-00:00,0.53,4.62,,7.79,4,Kadang,Cukup,3.05,2.97,1,6.56,2.75,16.06,5.66,,7.83,8.63,Kelelahan Fisik,Kecemasan,Sudah Pernah,4.85,Aman,Tidak,Buruk,tidak semangat kerja,1
E12499,Indah Sitompul,3/8/2025,21-Jun-23,male,43.22,SMA,Menikah,1,it,Finance Manager,1.27,Corporate,501-1000 orang,20-30 juta,ya,Fleksibel,8.4,0.54,6.37,1,sangat berat,n/a,5.42,,12 malam,0.49,2.46,46.49,5.86,4,Tidak,Baik,,7.89,5.92,7.09,5.83,3.1,6.99,3.46,5.25,,insomnia,tidak mau menyebutkan,Sudah Pernah,1.99,Sangat Tidak Aman,Kurang Tahu,baik,anxiety tinggi,0.55
ID5154,"KH. Tirta Astuti, M.TI.",tidak ingat,5/17/2024,pr,34.24,S2,Belum Menikah,1,Product,HR Specialist,0.18,freelance,201-500,5-8 juta,Tidak,Pagi,,2.64,3.7,5,Berat,3,6.6,1,12 malam,1.04,0.32,45.62,10.38,2,Ya,Cukup,6.65,7.25,4.42,5.57,3.27,6.21,1.04,6.94,10,1.78,Insomnia,Pernah Depresi,Tidak,6.04,Cukup Aman,N/A,Cukup Baik,CAPE BANGET,0.87
E23490,Ir. Rahmi Jailani,5/27/2024,16-04-2020,Perempuan,20.62,S-1,Divorced,0,Product,Sales Manager,1.95,Freelance,<10,20-30 juta,Ya,Pagi,9.99,0.54,5.41,3,Sedang,3,50.02,8.6,> 02:00,0.48,6.31,34.18,4.49,3,tidak,Cukup,,4.28,5.7,8,4.81,,3.91,5.72,5.93,1.49,Tidak Ada,Tidak Ada,Ya,2.49,Aman,Tidak Ada,Sangat Buruk,merasa tertekan,0.82
EMP09992,"Rahmat Suartini, M.TI.",10/12/2025,24-May-20,P,18.17,SMA/SMK,Menikah,1,Engineering,Senior Software Engineer,6.22,swasta,Enterprise,tidak mau menyebutkan,YES,malam,10.69,0.26,5.12,1,Sedang,2,8.93,3.93,23:00-00:00,1.4,,20.24,10.06,1,Tidak,baik,8.26,4.98,8.14,3.16,,,7.98,3.62,7.36,6.17,None,Tidak,,28.35,,Ada,cukup,stress bgt tp masih oke,0.65
E9203,Luluh Aryani,18/04/2024,24-Mar-20,P,30.65,d3,Belum Menikah,2,Research,Software Engineer,,WFH,> 1000 orang,3-5jt,Tidak,Pagi,10.02,2.3,4.37,1,berat,5,6.45,2.73,21:00-22:00,0.78,1.75,46.91,12.79,0,Tidak,Buruk,9.45,5.54,5.77,5.05,7.79,4.93,4.56,6.43,7.36,2.39,Tidak Ada,Tidak Pernah Didiagnosis,Tidak,4.76,Sangat Aman,Ya,fine,kadang2 stress,0.25
emp-16915,"Jaka Gunawan, S.E.",15-03-2022,27-Apr-20,pr,24.94,S1,Belum Menikah,2,Sales,Finance Analyst,0.85,Startup,201-500 orang,> 30 juta,Hybrid,Pagi,8.82,0.29,5.74,-,Medium,4,7.59,2.47,bervariasi,,4.56,41.32,10.47,3,Tidak,Cukup,,4.29,5.06,3.76,3.55,4.67,4.63,6.56,8.45,6.67,mata lelah,Tidak Ada,Pernah,4.69,Aman,Ada tapi Tidak Efektif,Baik,tidak semangat kerja,0.82
KRY17579,"Atmaja Thamrin, M.TI.",0000-00-00,8/21/2021,Perempuan,40.21,S1,Menikah,1,Engineering,Backend Developer,0.86,BUMN,10-50 orang,< 3 juta,Ya,Pagi,7.59,0.79,5.37,4,Normal,7,7.24,3.36,22:00-23:00,1.46,0.55,59.9,9.64,3,tidak,Baik,46.98,,n/a,4.92,5.6,1.17,7.58,5.25,9.78,22.78,Sakit Kepala,Tidak,Ya,3.89,Aman,Ada tapi Tidak Efektif,Cukup Baik,sering sakit kepala,0.53
18391,Elon Kurniawan,26/12/2023,1/19/2021,laki-laki,18,S1,Belum Menikah,3,Logistik,Marketing Manager,1.77,startup,51-200,5-8jt,Tidak,Malam,10.66,,4.05,3,Berat,1,7.03,2.05,00:00-01:00,0.56,6.6,44.32,8.83,2,Tidak Merokok,Buruk,-7.68,4.7,5.58,,4.39,,,3.27,6.07,7.7,Sakit Kepala,Tidak Ada,Tidak Tahu Ada,3.12,cukup aman,ada,baik,n/a,0.79
kry_7093,"Sutan Karja Sihotang, S.Pt",6/15/2020,6/26/2023,lk,43.82,S1,Single,1,Logistik,Data Analyst,2.66,bumn,<10,8-12 juta,Ya,Rotasi,9.58,1.4,5.35,9,Normal,2,34.07,6.79,22:00-23:00,,1.13,34.08,4.27,0,Tidak,Baik,3.38,6.42,8.05,6.33,5.2,5,1.05,5.72,7.18,35.77,Nyeri Punggung,Tidak Ada,,5.36,Sangat Tidak Aman,Tidak Ada,baik,overwhelmed,0.59
EMP07977,Gadang Zulaika,4/4/2026,28-Apr-19,lk,29.7,S1,Belum Menikah,1,Legal,Marketing Staff,7.14,Startup,10-50 orang,3-5 juta,Tidak,Malam,9.54,1.97,4.74,5,tidak tahu,n/a,,3.04,jam 10,,20.43,27.39,7.97,3,Ya,Tidak Teratur,n/a,,1.67,5.82,3.89,4.19,5.86,,10,5.98,Nyeri Punggung,Pernah Depresi,Sedang Menjalani,4.64,Tidak Aman,Ya,buruk,n/a,3.41
ID22172,Mala Kurniawan,9/28/2020,27-Aug-25,Perempuan,52.27,S1,Menikah,2,HR,Senior Software Engineer,0.95,Korporat,201-500 orang,8-12jt,Tidak,08:00-17:00,11.75,0.83,5.38,1,berat,2,5.68,,22:00-23:00,,7.84,51.82,9.77,0,Tidak,Cukup,?,5.52,7.5,7.31,4.75,2.29,7.08,6.55,5.73,5.19,sakit kepala,Depresi,Tidak,3.86,Netral,Kurang Tahu,Buruk,tidak bisa tidur,0.52
kry_25879,Jarwi Budiman,11/8/2023,8-May-18,Laki-laki,33.82,tidak tahu,Cerai,4,Research,HR Specialist,3.13,Akademik,Oct-50,5-8 juta,Campuran,Pagi,4,1.94,5.88,3,Sangat Berat,35.06,5.92,-6.45,00:00-01:00,,3.53,55.45,8.49,3,kadang,Buruk,5.53,,6.85,6.09,4.26,2.7,37.63,8.56,7.24,7.27,Nyeri Punggung,Tidak Ada,Sudah Pernah,,Khawatir,,Cukup Baik,tidak mau menjawab,0.7
ID21828,Hasna Budiyanto,23-06-2024,21/11/2021,P,18.94,S1,cerai,4,IT,Graphic Designer,1.09,Freelance,201-500 orang,12-20 juta,WFH & WFO,Shifting,68.63,1.41,4.97,1,Sedang,3,4.92,,tidak tentu,0.94,0.98,28.55,9.53,2,Tidak,teratur,tidak tahu,7.93,10,8.6,6.56,6.67,5.14,6.48,4.1,4.27,Insomnia,tidak ada,Tidak Ada Akses,5.88,Khawatir,Tidak Tahu,Baik,stress karena deadline,0.65
E22004,Kiandra Napitupulu,7/27/2018,23/09/2024,laki-laki,32.99,SMA,Cerai,3,Finance,Sales Manager,3.99,Startup,201-500,N/A,Tidak,Siang,6.27,0.05,n/a,3,Berat,2,6.43,5.04,tidak tentu,0.73,1.46,31.3,9.21,0,Tidak,Buruk,8.14,8.02,1,6.91,4.41,4.59,7.5,4.25,4.31,6.43,Kelelahan Fisik,Tidak Ada,Tidak,2.99,Cukup Aman,Ada,Baik,mood swing,
11128,Among Yuniar,,12/4/2021,L,30.19,S1,belum menikah,1,operasional,Operations Staff,17.63,Startup,> 1000 orang,8-12 juta,Y,rotasi,9.22,1.9,4.63,,Overwhelmed,3,50.11,2.93,00:00-01:00,1.15,0.57,36.42,10.04,,Tidak,cukup,9.53,6.4,3.83,5.05,4.62,2.86,1.81,3.27,3.01,6.11,Kelelahan Fisik,Tidak Ada,Tidak,5.97,Sangat Tidak Aman,Ada dan Efektif,OK,hubungan dengan atasan buruk,0.84
7401,Ayu Mulyani,28-Apr-18,1/8/2022,laki-laki,30.41,S2,Belum Menikah,1,Human Resources,HR Staff,3.56,Startup,10-50 orang,20-30 juta,Ya,Siang,11.26,1.24,3.8,1,,6,8.16,5.28,21:00-22:00,1.46,1.42,21.32,10.43,3,Tidak,Baik,6.09,8.16,59.31,4.11,4.94,3.85,7.27,7.55,4.26,N/A,Sakit Kepala,burnout,Belum Pernah,3.75,Aman,Ada,cukup baik,sering sakit kepala,0.71
E10983,Putri Pertiwi,,21/02/2025,Laki-laki,24.34,S1,Menikah,2,Lainnya,Senior Software Engineer,0.91,Freelance,10-50 orang,tidak mau menyebutkan,,Pagi,6.22,0.85,4.95,2,Tinggi,6,8.36,2.36,tidak tentu,0.49,4.19,15.03,9.44,3,Ya,Tidak Teratur,9.49,5.98,4.28,9.2,3.26,,8.78,7.61,3.73,6.15,Tidak Ada,Tidak Ada,Belum Pernah,5.73,Netral,Tidak Ada,Good,fine aja,0.44
17654,Hamima Sihombing,11/20/2024,11/16/2024,Pria,,S2,Belum Menikah,0,Product,Sales Executive,5.24,startup,,,hybrid,Flexible,5.71,0.06,5.96,,Ringan,1,6.87,8.33,23:00-00:00,1.14,0.02,24.47,6.88,1,Ya,Cukup,3.72,4.07,4.27,4.23,5.99,1.21,7.38,7.85,1.68,8.94,Mual,Tidak Ada,Tidak,,Netral,Ada,Parah,mood swing,0.77
ID14540,Karta Yolanda,10/1/2020,8/8/2019,Laki-laki,22.17,s2,Menikah,1,Operations,Finance Analyst,,Corporate,> 1000 orang,5jt-8jt,kadang,Siang,9.93,4.83,4.84,3,Sedang,6,6.09,5.06,23:00-00:00,,0,31.2,68.2,3,Tidak,Tidak Teratur,4.52,7.61,6.45,3.33,3.38,3.07,6.18,6.45,4.34,5.03,Kelelahan Fisik,Tidak Ada,Tidak,1.33,Sangat Aman,Tidak Ada,Cukup,takut kehilangan pekerjaan,0.79
kry_25142,H. Cawisono Maulana,6/11/2024,27-Oct-21,P,18,smk,Cerai,2,GA,Junior Developer,1.11,Corporate,201-500 orang,3-5jt,Tidak,Malam,9.26,0.78,5.04,,Sangat Berat,2,6.62,-3.37,23:00-00:00,1.26,0.89,,11.87,4,Tidak,Baik,4.58,8.97,3.28,2.69,8.98,3.75,25.71,5.88,,,Nyeri Punggung,tidak ada,Tidak,6.13,Aman,Ya,Baik,anxiety tinggi,0.48
EMP12817,Hj. Padmi Najmudin,,20/08/2022,L,24.75,SMA/SMK,Married,2,N/A,Senior Software Engineer,6.85,Corporate,Besar,12-20 juta,Tidak,Pagi,9.56,1.22,3.64,4,Berat,,6.76,23.62,22:00-23:00,0.51,3.81,23.24,14.26,0,Ya,Cukup,5.84,4.31,5.88,5.74,7.82,6.4,5.58,3.21,6.3,unknown,insomnia,Tidak Ada,Online Konseling,4.14,Netral,Tidak Tahu,Buruk,overwhelmed,
EMP08217,"R. Yuni Sudiati, S.IP",2/16/2020,7/20/2021,Perempuan,31.51,SMA/SMK,menikah,0,Keuangan,Team Lead,1.26,Corporate,Menengah,5-8 juta,Campuran,tidak tahu,9.63,0.96,4.53,8,sedang,1,6.06,4.41,tidak tentu,0.82,,,12.46,2,Tidak,Teratur,,3.46,7.98,7.77,8.93,5.19,8.58,,9.28,,Insomnia,Tidak,Tidak,3.87,Cukup Aman,Tidak Ada,Tidak Baik,n/a,0.79
kry_4127,"Cut Suci Prakasa, S.Pd",31-Aug-19,5-Jan-24,PEREMPUAN,,Diploma 3,Belum Menikah,0,Engineering,Data Scientist,1.85,bumn,> 1000 orang,8-12 juta,Tidak,Fleksibel,8.41,1.12,4.73,0,Normal,,6.27,1,22:00-23:00,1,2.78,?,9.41,1,Tidak,Cukup,7.33,,6.07,4.2,4.94,2.57,7.52,,5.49,3.18,sakit kepala,Tidak Ada,Tidak,7.45,Khawatir,Tidak Ada,cukup baik,,0.3
emp-9129,Dr. Tiara Pratama,19-Apr-26,28/08/2024,perempuan,26.69,S1,Menikah,1,Sales,Frontend Developer,5.45,Corporate,201-500,5-8 juta,Tidak,Malam,12.16,1.65,,6,Ringan,0,5.76,7.27,tidak tentu,0.46,0.13,44.01,9.21,3,Tidak,Cukup,8.96,,7.78,4.5,1.72,6.83,5.7,7.8,6.84,10,susah tidur,,Sedang Menjalani,6.75,Sangat Tidak Aman,Kurang Tahu,Cukup Baik,susah fokus kerja,0.61
EMP00931,Wirda Hastuti,1/10/2021,9/8/2022,P,25.11,Doktor,,0,Finance,HR Specialist,12.92,Corporate,,20-30 juta,Ya,08:00-17:00,9.5,0.81,5.66,3,Berat,5,5.02,6.59,,1.3,,56.51,57.16,1,Kadang,Cukup,,8.99,3.01,8.22,4.62,,6.25,5.39,10,3.18,Nyeri Punggung,Tidak Ada,Tidak,4.32,Sangat Khawatir,Tidak Ada,tidak tahu,mood swing,0.44
emp-19671,Vinsen Yuliarti,7/13/2024,6/15/2019,male,22.15,Diploma 3,Menikah,,marketing,Data Analyst,1.16,Swasta,>1000,< 3 juta,YES,Siang,10.14,2.93,5.39,2,Sedang,3,5.35,4.67,23:00-00:00,,,,8.17,2,Tidak,Cukup,,4.28,4.47,6.42,4.14,,,2.82,5.23,1.67,Sakit Perut,Tidak Ada,Ya,7.37,Sangat Tidak Aman,Ada tapi Tidak Efektif,Baik,n/a,0.61
KRY26324,"Hasim Astuti, S.Pt",0000-00-00,25/11/2025,L,18,-,menikah,0,Design,Akuntan,13.6,Corporate,51-200 orang,12-20 juta,Tidak,Fleksibel,10.93,,4.96,4,Ringan,,6.87,6.12,00:00-01:00,0.4,,44.1,,3,,Baik,7.89,6.75,4.89,-4.77,3.4,6.35,3.63,,,,Tidak Ada,tidak mau menyebutkan,Ya,7.59,Cukup Aman,,Baik,n/a,0.56
E5137,Hj. Belinda Winarno,0000-00-00,10/25/2022,P,335.53,Sarjana,Menikah,0,it,Staff,0.13,Startup,51-200 orang,3jt-5jt,hybrid,malam,8.94,0.04,4.87,3,Sedang,4,6.21,4.24,23:00-00:00,0.39,,44.19,7.66,3,Kadang,Sedang,3.37,,3.12,3.22,,2.15,6.09,7.93,2.91,6.24,Sakit Kepala,Tidak Ada,Tidak Ada Akses,4.13,-,Tidak Tahu,tidak tahu,tidak ada keluhan,0.68
emp-23688,Anastasia Prastuti,10/6/2025,7/21/2022,perempuan,38.93,D3,Menikah,2,Product,Data Scientist,0.91,Corporate,Besar,20-30 juta,Ya,Night Shift,7.38,1.66,5.24,-4,Sedang,2,5.89,1.62,00:00-01:00,0.75,1.55,0,6.88,2,Ya,Baik,6.71,7.25,6.95,4.91,5.66,5.71,4.3,5.39,4.78,7.82,Nyeri Punggung,,Ya,45.52,Sangat Aman,Tidak Tahu,Cukup Baik,stress karena deadline,0.84
emp-14092,"Eka Putra, S.Kom",31-Jan-22,7/8/2020,Perempuan,31.16,S1,Menikah,0,Product,HR Manager,0.13,Startup,201-500 orang,3-5 juta,Ya,Pagi,8.04,7.17,4.44,2,overload,2,8.62,5.18,-,1.2,3.52,49.49,,3,Tidak,Sangat Buruk,6.65,4.58,,9.41,,3.11,8.94,3.93,7.9,4.85,mata lelah,depresi,Sedang Menjalani,2.93,Aman,Tidak Tahu,Parah,-,0.75
ID9877,Joko Winarno,14/05/2025,28/08/2023,male,34.19,D3,single,0,Finance,Frontend Developer,4.88,,10-50 orang,20-30 juta,YES,Siang,6.23,1.43,4.31,?,Sedang,2,4.25,4.99,00:00-01:00,0.13,0.39,33.51,11.79,0,Ya,Baik,3.54,4.53,7.03,4.97,3.86,5.75,8.03,5.93,3.9,5.87,Tidak Ada,Tidak Ada,Ya,5.07,Cukup Aman,Tidak,OK,n/a,
